bench,node,strategy,throughput
ssl_proxy,2,cbomcs_spin,36972
fluidanimate,2,mcs_spin,0.00893335715561908
fluidanimate,8,posix,0.0128353228083686
linear_regression,1,c-tkt-tkt,0.75187969924812
ocean_cp,8,posix,0.104275286757039
linear_regression,4,mcs_stp,0.980392156862745
barnes,6,c-ptl-tkt,0.0767459708365311
s_raytrace_ll,1,clh_stp,103429
radiosity,2,spinlock,0.022583559168925
pca,8,partitioned,0.0402414486921529
word_count,4,mcs-timepub,0.0915750915750916
ocean_ncp,4,posix,0.154320987654321
linear_regression,4,clh_spin,1.44927536231884
water_nsquared,2,cbomcs_stp,0.0113571834185122
ocean_ncp,8,clh_spin,0.09000900090009
vips,6,c-tkt-tkt,0.139082058414465
blackscholes,1,mcs-timepub,0.0134264232008593
volrend,1,cbomcs_stp,0.0502260170768458
kmeans,6,cbomcs_spin,0.0269323996768112
streamcluster_ll,8,posix_adaptive,1714
streamcluster_ll,8,ttas,1090
word_count,4,ticket,0.0896860986547085
pca,4,backoff,0.0548847420417124
radiosity_ll,2,posix,95399
word_count,2,mcs_spin,0.110864745011086
histogram,2,c-ptl-tkt,0.568181818181818
streamcluster,2,c-ptl-tkt,0.492610837438424
canneal,6,clh_stp,0.0117966261649168
s_raytrace,1,backoff,0.0219058050383352
s_raytrace_ll,6,malthusian_spin,183485
streamcluster,8,spinlock,0.00856017805170348
lu_ncb,6,clh_spin,0.04293688278231
water_nsquared,4,ticket,0.0215563699073076
matrix_multiply,4,backoff,0.051440329218107
p_raytrace,1,c-tkt-tkt,0.00669882100750268
ocean_cp,8,mcs_stp,0.0885739592559787
x264,4,posix,0.0967117988394584
radix,1,malthusian_spin,0.0783085356303837
canneal,8,ttas,0.0121477162293489
dedup,8,posix,0.0361925443358668
bodytrack,8,cbomcs_spin,0.041101520756268
bodytrack,1,mcs-timepub,0.0197511356903022
histogram,1,c-tkt-tkt,0.45662100456621
barnes,1,spinlock,0.0195579894386857
ssl_proxy,2,c-tkt-tkt,44720
facesim,2,backoff,0.0753579502637528
radix,2,mcs_stp,0.131061598951507
streamcluster_ll,1,posix_adaptive,7067
kmeans,8,posix_adaptive,0.0320615581917281
streamcluster,6,posix,0.040290088638195
string_match,4,mcs-timepub,0.0499750124937531
canneal,1,cbomcs_stp,0.00774413381863239
pca_ll,8,ticket,170345
histogram,8,mcs-timepub,0.306748466257669
fmm,8,c-ptl-tkt,0.053763440860215
s_raytrace,1,malthusian_stp,0.0226398007697532
volrend,1,clh_stp,0.0516795865633075
matrix_multiply,8,partitioned,0.0914076782449726
string_match,8,posix_adaptive,0.0627352572145546
matrix_multiply,8,cbomcs_stp,0.0943396226415094
swaptions,4,cbomcs_stp,0.0524658971668416
streamcluster,1,c-tkt-tkt,0.531914893617021
ocean_cp,8,posix,0.106496272630458
swaptions,8,malthusian_spin,0.0766871165644172
pca,8,mcs_stp,0.0178858880343409
word_count,4,spinlock,0.091324200913242
bodytrack,2,c-tkt-tkt,0.0297973778307509
ferret,8,ticket,0.0110460620788689
barnes,1,cbomcs_spin,0.0195656427313637
water_spatial,6,malthusian_spin,0.0708215297450425
p_raytrace,8,malthusian_spin,0.00681849174962498
s_raytrace,8,c-tkt-tkt,0.08424599831508
string_match,1,c-tkt-tkt,0.0139178844815588
volrend,2,spinlock,0.078740157480315
ssl_proxy,6,malthusian_stp,24777
histogram,6,clh_stp,0.344827586206897
water_spatial,6,clh_spin,0.056369785794814
lu_ncb,6,partitioned,0.0482392667631452
histogram,6,cbomcs_spin,0.392156862745098
ssl_proxy,2,posix_adaptive,22750
word_count,1,malthusian_stp,0.0900900900900901
ocean_ncp,2,spinlock,0.134589502018843
histogram,2,mcs-timepub,0.54054054054054
string_match,2,spinlock,0.0254582484725051
p_raytrace,4,malthusian_stp,0.00682733665597051
matrix_multiply,1,partitioned,0.013869625520111
dedup,8,clh_spin,0.00552730488613752
volrend,1,cbomcs_stp,0.0496524329692155
lu_ncb,8,clh_spin,0.0602046959662854
vips,4,posix_adaptive,0.126262626262626
dedup,8,partitioned,0.0321543408360129
ferret,2,c-ptl-tkt,0.0233154581487526
streamcluster,2,ticket,0.434782608695652
swaptions,4,mcs_stp,0.0488519785051295
radix,2,malthusian_spin,0.141043723554302
pca_ll,1,spinlock,286200
fluidanimate,4,backoff,0.0131509731720147
radix,4,spinlock,0.220264317180617
histogram,1,clh_spin,0.431034482758621
facesim,4,ticket,0.0713775874375446
fft,8,partitioned,0.0734214390602056
canneal,4,ticket,0.0114025085518814
p_raytrace,1,c-ptl-tkt,0.00684837693466648
blackscholes,4,malthusian_spin,0.0226398007697532
x264,4,c-tkt-tkt,0.0983284169124877
bodytrack,4,clh_stp,0.0373134328358209
streamcluster_ll,6,cbomcs_stp,2085
water_spatial,1,mcs_stp,0.0246366100024637
histogram,4,cbomcs_spin,0.483091787439614
ocean_ncp,2,mcs_stp,0.128700128700129
lu_ncb,8,clh_spin,0.0565610859728507
freqmine,6,malthusian_spin,0.0219876868953386
string_match,8,mcs-timepub,0.0623052959501558
dedup,6,partitioned,0.0416840350145894
ssl_proxy,6,malthusian_spin,30867
word_count,6,mcs_stp,0.0816993464052288
water_spatial,8,spinlock,0.0793021411578113
freqmine,6,ttas,0.0213538330130258
vips,8,malthusian_stp,0.122549019607843
histogram,4,cbomcs_spin,0.434782608695652
fft,4,partitioned,0.0758150113722517
word_count,8,mcs_stp,0.0718907260963336
pca,2,spinlock,0.0531632110579479
ferret,6,partitioned,0.0141462724572075
volrend,2,ticket,0.0796178343949045
p_raytrace,8,c-ptl-tkt,0.00688515560451666
facesim,2,cbomcs_stp,0.0659630606860158
canneal,2,posix,0.00950028500855026
facesim,4,backoff,0.0694927032661571
dedup,2,mcs-timepub,0.0230574129582661
lu_cb,8,c-tkt-tkt,0.0656598818122127
lu_cb,6,malthusian_spin,0.05824111822947
matrix_multiply,6,ticket,0.0759878419452888
dedup,8,posix,0.0364963503649635
fmm,4,c-ptl-tkt,0.0474833808167142
dedup,2,ttas,0.0671591672263264
swaptions,2,ttas,0.0270416441319632
bodytrack,8,clh_stp,0.0414250207125104
ocean_cp,1,mcs_stp,0.12531328320802
bodytrack,8,mcs_stp,0.0414421881475342
lu_cb,6,mcs_stp,0.0590667454223272
ocean_ncp,8,cbomcs_stp,0.0667556742323097
water_spatial,4,ttas,0.061652281134402
pca,2,mcs_spin,0.0518403317781234
freqmine,2,malthusian_spin,0.0143698807299899
s_raytrace_ll,6,malthusian_stp,116206
blackscholes,2,posix,0.0191131498470948
volrend,6,cbomcs_spin,0.0867302688638335
pca_ll,2,posix,357252
ocean_cp,1,posix_adaptive,0.124223602484472
dedup,4,mcs_stp,0.0217485863418878
string_match,8,cbomcs_stp,0.0590667454223272
swaptions,6,mcs-timepub,0.0610873549175321
ocean_ncp,2,clh_stp,0.146627565982405
ssl_proxy,2,clh_spin,41157
matrix_multiply,6,mcs_stp,0.0770416024653313
freqmine,8,mcs_spin,0.0225988700564972
ferret,2,malthusian_spin,0.0231749710312862
ssl_proxy,6,cbomcs_spin,28907
ocean_cp,8,backoff,0.0834724540901502
lu_cb,1,mcs_stp,0.0263713080168776
string_match,2,cbomcs_spin,0.0278318953520735
ocean_cp,2,posix_adaptive,0.162866449511401
streamcluster,6,malthusian_spin,0.0349283967865875
lu_cb,8,backoff,0.0636942675159236
water_nsquared,8,cbomcs_spin,0.0326690623979092
s_raytrace,1,spinlock,0.0222321031569587
x264,2,ticket,0.0846740050804403
ssl_proxy,2,malthusian_stp,27537
pca_ll,4,cbomcs_spin,430536
vips,2,mcs-timepub,0.0700280112044818
freqmine,4,c-tkt-tkt,0.0199362041467305
lu_cb,4,cbomcs_spin,0.05
ocean_ncp,1,spinlock,0.103842159916926
fluidanimate,8,cbomcs_stp,0.0070506944934076
lu_ncb,4,malthusian_spin,0.053763440860215
ocean_ncp,1,mcs-timepub,0.0740740740740741
water_spatial,8,clh_spin,0.058173356602676
kmeans,1,c-tkt-tkt,0.00969274013763691
fluidanimate,4,ttas,0.013410218586563
linear_regression,6,cbomcs_stp,0.28328611898017
lu_cb,4,mcs_spin,0.0522739153162572
s_raytrace_ll,1,mcs_spin,105066
water_spatial,4,backoff,0.0614250614250614
water_spatial,4,mcs_stp,0.0576368876080692
freqmine,8,c-tkt-tkt,0.0220799293442261
string_match,1,partitioned,0.0151194436044754
pca_ll,6,mcs-timepub,328116
radiosity,8,cbomcs_spin,0.0237416904083571
streamcluster,8,mcs-timepub,0.0382701875239189
blackscholes,6,ticket,0.0249500998003992
swaptions,8,clh_spin,0.0825082508250825
ocean_ncp,8,spinlock,0.0473933649289099
ferret,6,posix,0.0526870389884089
pca_ll,2,mcs-timepub,344015
ocean_ncp,4,malthusian_stp,0.142857142857143
streamcluster_ll,4,posix,8690
streamcluster_ll,6,posix_adaptive,2372
mysqld,4,posix_adaptive,1225
water_spatial,6,mcs_stp,0.0701754385964912
radiosity_ll,2,cbomcs_spin,139117
s_raytrace_ll,1,clh_spin,105670
radiosity,6,mcs_stp,0.01476450612727
fmm,1,posix_adaptive,0.0288350634371396
word_count,4,malthusian_spin,0.092678405931418
water_spatial,1,cbomcs_stp,0.0239980801535877
streamcluster_ll,6,c-tkt-tkt,9962
ssl_proxy,4,cbomcs_spin,35048
ocean_cp,4,mcs_stp,0.159489633173844
water_spatial,4,clh_stp,0.0524109014675052
histogram,4,clh_stp,0.403225806451613
radiosity,1,posix_adaptive,0.0232126276694522
dedup,1,c-tkt-tkt,0.0722021660649819
water_nsquared,2,c-tkt-tkt,0.0116130530716525
s_raytrace_ll,4,spinlock,61675
radiosity_ll,2,ticket,137944
fmm,6,posix_adaptive,0.0530785562632696
lu_ncb,6,ttas,0.0489476260401371
dedup,1,backoff,0.0841042893187553
ssl_proxy,4,clh_spin,38232
radiosity,6,mcs_stp,0.0144780657304184
s_raytrace,8,spinlock,0.0120004800192008
fluidanimate,8,spinlock,0.0106416941577099
s_raytrace_ll,6,posix,74844
radiosity_ll,1,backoff,91511
streamcluster_ll,6,c-ptl-tkt,6153
pca_ll,1,posix_adaptive,294491
blackscholes,2,partitioned,0.0191168036704263
pca_ll,1,cbomcs_stp,282457
histogram,2,mcs_spin,0.595238095238095
streamcluster_ll,6,backoff,2627
water_nsquared,6,spinlock,0.0313185092389602
water_nsquared,8,cbomcs_spin,0.032626427406199
facesim,1,partitioned,0.0550357732526142
blackscholes,1,partitioned,0.0133244503664224
streamcluster_ll,2,mcs-timepub,12216
mysqld,1,malthusian_stp,926
streamcluster,8,ticket,0.00919033177097693
streamcluster_ll,8,partitioned,3283
swaptions,1,clh_spin,0.0132925694536754
p_raytrace,1,cbomcs_stp,0.00681431005110733
swaptions,2,mcs_stp,0.0245519273262951
dedup,8,mcs-timepub,0.0154273372415921
facesim,1,posix,0.0546448087431694
facesim,4,ttas,0.0732064421669107
volrend,2,mcs_spin,0.0826446280991736
blackscholes,4,posix,0.0223114680946006
barnes,4,cbomcs_spin,0.0578703703703704
swaptions,4,clh_stp,0.0509424350483953
