bench,node,strategy,throughput
kmeans,1,mcs-timepub,0.0242306760358614
pca_ll,2,mcs-timepub,704099
word_count,4,cbomcs_spin,0.0843170320404722
streamcluster_ll,2,malthusian_spin,11299
p_raytrace,3,c-ptl-tkt,0.0137023842148534
streamcluster,4,c-ptl-tkt,0.124069478908189
water_spatial,2,spinlock,0.0840336134453781
radiosity,3,cbomcs_spin,0.0687285223367698
matrix_multiply,2,ticket,0.0623830318153462
ferret,2,malthusian_stp,0.0529941706412295
radiosity_ll,4,partitioned,179154
kmeans,4,posix_adaptive,0.0447227191413238
ssl_proxy,2,mcs_stp,6013
pca,4,malthusian_spin,0.0830564784053156
freqmine,4,mcs-timepub,0.0321646831778707
bodytrack,4,c-tkt-tkt,0.05941770647653
word_count,1,posix,0.135135135135135
ssl_proxy,2,partitioned,51136
pca,4,partitioned,0.0669792364367046
fmm,1,mcs-timepub,0.0434782608695652
freqmine,2,cbomcs_spin,0.0252525252525253
linear_regression,2,partitioned,1.85185185185185
string_match,1,malthusian_spin,0.0356125356125356
barnes,4,posix,0.145985401459854
linear_regression,2,posix,1.85185185185185
dedup,4,cbomcs_stp,0.0186950831931202
string_match,2,malthusian_spin,0.0673400673400673
x264,2,cbomcs_stp,0.134589502018843
histogram,2,partitioned,0.704225352112676
vips,2,mcs_stp,0.164473684210526
blackscholes,2,clh_stp,0.0314366551398931
p_raytrace,1,c-ptl-tkt,0.0136986301369863
linear_regression,4,posix_adaptive,2.4390243902439
bodytrack,4,c-ptl-tkt,0.0592768227622999
x264,1,cbomcs_stp,0.0863557858376511
dedup,4,mcs_stp,0.0210216523018709
radiosity_ll,1,posix_adaptive,182600
string_match,4,cbomcs_spin,0.116686114352392
freqmine,3,malthusian_stp,0.0305250305250305
water_spatial,1,mcs_stp,0.0502765208647562
blackscholes,1,clh_spin,0.0255754475703325
