bench,node,strategy,throughput,tpp
radiosity_ll,4,hticket-ls,371277,1574.78930946776
kyotocabinet,1,mutexee,248563,1820.30972588697
volrend,3,clh-ls,0.0813008130081301,0.00064581534001651
ssl_proxy,1,malth_spin,54849,368.50791762934
upscaledb,1,clh-ls,221534,1563.96817924055
s_raytrace_ll,1,c-ptl-tkt,153146,963.286703587814
x264,4,c-bo-mcs_spin,0.128205128205128,0.000769494502817071
linear_regression,2,ticket-ls,1.78571428571429,0.0105523699240489
string_match,4,pthreadadapt,0.119617224880383,0.000533792582564639
ferret,3,ahmcs,0.0127926314442881,5.80261533420736e-05
memcached,3,c-tkt-tkt,88814,455.095160385739
ssl_proxy,1,ticket,34024,234.100401812038
radiosity,2,mcs_stp,0.0108436347863804,0.000106420735690935
p_raytrace,3,mcs_stp,0.0136425648021828,0.000119042919629962
rocksdb,2,mcs_spin,5115035,28658.2228932913
kyotocabinet,1,c-bo-mcs_stp,340457,2573.5089830549
s_raytrace_ll,1,mcs-ls,153090,960.919258710641
lu_ncb,4,spinlock-ls,0.0865051903114187,0.000408485528876665
upscaledb,1,mutexee,93276,921.574645777773
memcached,1,ttas-ls,112355,750.785065047101
dedup,1,mutexee,0.103305785123967,0.000768797879843034
radiosity,1,mcs_stp,0.034435261707989,0.000310748949190231
swaptions,4,spinlock,0.132978723404255,0.000533380368663294
s_raytrace_ll,4,spinlock-ls,67828,317.053148696104
p_raytrace,3,c-tkt-tkt,0.0134843581445523,0.000116500308269019
vips,3,backoff,0.232558139534884,0.00107974885076283
fmm,4,c-bo-mcs_stp,0.0697836706210747,0.000454770954997345
matrix_multiply,2,spinlock-ls,0.0622277535780958,0.000356203137165022
bodytrack,2,spinlock-ls,0.0363240101707228,0.000298517927032002
blackscholes,2,c-bo-mcs_spin,0.0312695434646654,0.000240846460066921
s_raytrace,2,ahmcs,0.0977517106549365,0.000504707637015356
volrend,4,mutexee,0.0612369871402327,0.000425288300706285
histogram,3,alock-ls,0.268096514745308,0.00230230611389798
matrix_multiply,4,clh_stp,0.103092783505155,0.000487117273285774
ferret,3,hmcs,0.0134680134680135,6.11879557212859e-05
s_raytrace,1,c-bo-mcs_stp,0.0536193029490617,0.00034060829890751
ssl_proxy,3,pthreadadapt,41782,215.932951490364
ferret,1,mcs_spin,0.0268024658268561,0.000168971692260599
string_match,1,ticket-ls,0.0354107648725212,0.000240274259900647
streamcluster_ll,2,c-bo-mcs_spin,23268,134.923593948198
freqmine,4,mcs-ls,0.0320924261874198,0.000179464180250558
vips,4,hmcs,0.130890052356021,0.000576685171776817
barnes,2,c-ptl-tkt,0.0892857142857143,0.000521708722256295
pca_ll,3,malth_spin,757534,2841.24875961148
canneal,3,ticket-ls,0.0134048257372654,0.000108593220686016
radiosity_ll,4,ticket,96528,450.932960057313
histogram,2,ttas-ls,0.662251655629139,0.00497673381916275
s_raytrace_ll,4,c-bo-mcs_stp,354401,2400.26347558227
rocksdb,4,ttas-ls,9083488,38884.5554870647
canneal,1,backoff,0.0111160515784793,9.13747327426358e-05
pca_ll,3,pthreadadapt,316348,1524.98406565964
radiosity,4,c-tkt-tkt,0.065402223675605,0.000520890427536242
kyotocabinet,2,clh_spin,389036,2356.83406515649
pca,2,malth_spin,0.0942507068803016,0.000636558258843074
water_nsquared,1,c-tkt-tkt,0.0192233756247597,0.000128745646499759
swaptions,4,clh_stp,0.131926121372032,0.000530102692166757
sqlite,3,mcs_stp,758,7.3407587981609
vips,3,pthreadadapt,0.233100233100233,0.00108074420434979
barnes,3,backoff,0.1194743130227,0.000627017240650392
mysqld,3,mutexee,2895,13.6995962750272
ferret,1,backoff,0.0268024658268561,0.000168982286448552
bodytrack,3,ahmcs,0.0393236335037357,0.000318436551124556
pca_ll,3,ahmcs,811853,3012.43258262203
upscaledb,3,mcs-timepub,218117,1054.21572757802
streamcluster,3,ticket,0.0536193029490617,0.000342229332494432
radiosity,3,c-bo-mcs_spin,0.0671140939597315,0.000546148771045386
p_raytrace,4,c-ptl-tkt,0.0135098621994056,0.000117754583955949
lu_cb,3,mcs-ls,0.078064012490242,0.000470387804268193
radiosity,1,mcs_stp,0.033112582781457,0.000299154565176699
blackscholes,1,c-tkt-tkt,0.0255493101686254,0.000201592888953731
ferret,3,ticket-ls,0.019588638589618,8.54197959596741e-05
blackscholes,1,ttas,0.0255427841634738,0.00020060689954375
p_raytrace,2,clh-ls,0.0135795763172189,0.000117874156852094
bodytrack,3,clh_spin,0.0428449014567266,0.000334067879001783
string_match,2,malth_spin,0.0667556742323097,0.00038174465555564
barnes,1,mcs_stp,0.0508646998982706,0.000344005041327832
x264,4,c-ptl-tkt,0.12853470437018,0.000783107888592913
s_raytrace_ll,4,c-tkt-tkt,565470,2135.86147334381
mysqld,3,c-bo-mcs_stp,2443,16.3258743422913
volrend,1,hmcs,0.0953288846520496,0.000689394786576569
water_spatial,3,spinlock-ls,0.101729399796541,0.00061363709551017
memcached,3,c-bo-mcs_spin,93689,481.811746699877
pca_ll,4,mcs-ls,835434,2810.42496858089
freqmine,2,spinlock-ls,0.0251889168765743,0.000153513876791407
barnes,3,mutexee,0.120336943441637,0.000627764958981232
upscaledb,2,mutexee,57725,580.469043321956
s_raytrace_ll,1,clh-ls,152036,954.740366993039
pca,3,pthreadadapt,0.0640614990390775,0.00039106689031
pca_ll,2,partitioned,669469,2845.96285811209
vips,1,pthread,0.0865800865800866,0.000570431708444085
streamcluster_ll,2,malth_spin,10955,65.5752671569606
upscaledb,2,spinlock,108081,658.912052381219
lu_ncb,4,ticket-ls,0.0811688311688312,0.00040363866060601
p_raytrace,4,ttas-ls,0.0135062128579146,0.000118151421777993
freqmine,4,pthreadadapt,0.0317258883248731,0.000177019630143848
kyotocabinet,3,ahmcs,418515,2199.97264877558
lu_cb,4,ticket,0.0856898029134533,0.000499111217183114
fmm,2,ttas-ls,0.0580383052814858,0.000400010556918614
pca_ll,4,mcs-ls,831195,2792.42456348333
streamcluster,1,partitioned,0.675675675675676,0.0047053350062305
ssl_proxy,4,ttas,23637,112.406514380989
linear_regression,3,hmcs,2.38095238095238,0.0121740086570836
dedup,4,hmcs,0.0248200546041201,0.000198071438929773
kmeans,3,c-ptl-tkt,0.0379506641366224,0.000180995287172857
x264,4,partitioned,0.12970168612192,0.000784490229639
lu_cb,3,hticket-ls,0.0773395204949729,0.00046817893450177
lu_cb,3,ttas-ls,0.078740157480315,0.000471028444513752
streamcluster_ll,3,malth_stp,3009,20.5240431423708
water_spatial,4,ttas-ls,0.0288267512251369,0.000222167397529199
lu_ncb,4,spinlock,0.0874890638670166,0.000411389854368082
streamcluster,4,ticket-ls,0.0322476620445018,0.000181533958851697
lu_ncb,2,partitioned,0.0544959128065395,0.000319892879595499
linear_regression,3,hmcs,2.12765957446809,0.0114285395592725
x264,4,spinlock,0.128865979381443,0.000784371362328286
streamcluster_ll,1,alock-ls,16080,110.465380204802
fmm,3,ticket-ls,0.0653167864141084,0.000431537727361666
volrend,2,partitioned,0.110132158590308,0.000771107853946395
freqmine,3,hticket-ls,0.0295595625184747,0.000170481222172149
lu_cb,2,clh_spin,0.0644745325596389,0.000412246592200132
sqlite,4,c-bo-mcs_stp,5667,39.7760535888374
rocksdb,4,ticket,9194236,39582.1884792751
streamcluster_ll,3,ttas,3083,25.5595438466223
ssl_proxy,2,clh_spin,58492,338.719154353338
linear_regression,3,mcs_spin,2.27272727272727,0.0124449022177276
pca,4,mcs_spin,0.0737463126843658,0.000439927832865722
dedup,2,ttas,0.0931098696461825,0.000710214588738602
streamcluster,1,ticket,0.485436893203884,0.00340185703020902
rocksdb,1,c-bo-mcs_stp,2552637,17030.3346988694
pca,4,mcs_stp,0.00637755102040816,6.31458838406988e-05
radiosity,4,ticket-ls,0.0570125427594071,0.000413741793188459
fmm,1,spinlock-ls,0.0429553264604811,0.000317860315808063
freqmine,4,spinlock,0.0318775900541919,0.000178137319026733
memcached,2,c-bo-mcs_spin,136878,779.742975004452
radiosity,1,mcs-timepub,0.0632911392405063,0.000520782724102191
canneal,2,pthread,0.0128024580719498,0.000104153704933376
sqlite,3,mcs-timepub,12645,56.4498760033497
dedup,3,ttas-ls,0.0138966092273485,0.000104725443528546
histogram,4,ttas,0.235294117647059,0.00202455364488643
linear_regression,3,hmcs,2.22222222222222,0.0117043954733578
water_nsquared,2,hmcs,0.0366300366300366,0.000202414347039694
radiosity_ll,3,hmcs,415578,2046.15521704588
pca,1,pthread,0.0717360114777618,0.000519459453982953
blackscholes,3,mcs-ls,0.0338409475465313,0.000256966414553603
ferret,2,malth_spin,0.0526592943654555,0.000262640040871371
pca,1,c-bo-mcs_spin,0.0825082508250825,0.000599333314805943
blackscholes,3,clh_stp,0.0339097999321804,0.000259010667123547
s_raytrace_ll,2,malth_spin,277903,1435.26539782346
ssl_proxy,2,clh_spin,58149,343.581401441055
lu_cb,1,malth_spin,0.0444839857651246,0.000307958833649722
lu_cb,4,ticket,0.0868809730668983,0.000502172022805759
dedup,4,clh_spin,0.00322466221663281,1.76301093515131e-05
word_count,1,ttas-ls,0.129533678756477,0.000982744449158877
canneal,3,pthread,0.0135611608353675,0.000110064675622447
streamcluster,2,malth_stp,0.229357798165138,0.00137254456718092
ferret,3,mcs-timepub,0.0710732054015636,0.000291977655486097
ssl_proxy,1,malth_spin,58410,399.341298117242
upscaledb,1,c-bo-mcs_stp,129888,983.823448410258
s_raytrace,1,malth_spin,0.0541125541125541,0.000345652841663237
radiosity_ll,2,clh_spin,246265,1387.39227097464
kyotocabinet,2,spinlock-ls,177668,1094.85891859641
lu_cb,4,backoff,0.0853242320819113,0.000496562071368241
radiosity_ll,4,pthread,128306,600.481676105512
dedup,4,ttas,0.0631711939355654,0.000421822366283784
p_raytrace,3,mutexee,0.0135062128579146,0.000117529443293376
swaptions,2,pthread,0.0668449197860962,0.00036772849392084
streamcluster_ll,1,malth_spin,11111,77.5175940380647
string_match,1,ticket,0.0353356890459364,0.000240848495840402
lu_cb,2,mcs-timepub,0.0635727908455181,0.000408292616406601
ssl_proxy,2,mcs-timepub,56283,315.035637934265
matrix_multiply,4,malth_stp,0.115606936416185,0.000512461904331508
string_match,1,hmcs,0.0352236703064459,0.00023915182143334
dedup,2,spinlock-ls,0.0904977375565611,0.000647441045110989
memcached,3,backoff,66481,352.856946785488
ferret,2,mcs_spin,0.0527148128624143,0.000262361957737771
fmm,2,mcs-timepub,0.0577367205542725,0.000400164413311577
bodytrack,4,ttas,0.0420875420875421,0.000318809942268751
fmm,4,ticket-ls,0.0673400673400673,0.000428007377520366
streamcluster_ll,2,c-tkt-tkt,21085,123.362102612111
rocksdb,4,hmcs,8986671,38495.6691921841
kmeans,3,c-ptl-tkt,0.0395882818685669,0.000187114936978126
memcached,1,alock-ls,148542,957.003224246958
x264,2,mcs_stp,0.117233294255569,0.000739781764379508
volrend,4,c-bo-mcs_spin,0.0747384155455904,0.000527019326156536
sqlite,3,c-bo-mcs_stp,8279,56.4228550523501
ferret,4,backoff,0.0652315720808871,0.000271852279859907
histogram,2,ticket-ls,0.632911392405063,0.00480810145863374
s_raytrace,3,hticket-ls,0.130548302872063,0.000571818525522702
volrend,3,ahmcs,0.0813669650122051,0.000661787652201332
matrix_multiply,3,clh_spin,0.0919117647058823,0.000460233729856187
swaptions,4,malth_spin,0.13262599469496,0.000532325259761951
streamcluster,4,mutexee,0.0209863588667366,0.000193162573096137
linear_regression,3,ticket-ls,2.27272727272727,0.0118467100637719
barnes,3,c-tkt-tkt,0.120627261761158,0.000634022431645157
volrend,4,hmcs,0.0696864111498258,0.000479850257775007
string_match,2,mcs-timepub,0.0657894736842105,0.000377098797423601
vips,4,mcs_spin,0.122249388753056,0.000541306610530082
streamcluster_ll,3,malth_spin,2534,21.8852316858806
radiosity,1,ttas,0.0597371565113501,0.000491718044363324
blackscholes,3,clh_stp,0.0338983050847458,0.000257410662687954
streamcluster_ll,2,ticket-ls,9396,56.4260337540942
radiosity,2,ticket-ls,0.0580046403712297,0.000459943068550537
memcached,2,mcs_spin,88117,525.393185103573
fmm,1,ticket-ls,0.0432900432900433,0.000319457259596647
vips,2,c-ptl-tkt,0.165562913907285,0.000890009657877502
blackscholes,3,pthreadadapt,0.0338409475465313,0.000256509672719144
rocksdb,3,c-ptl-tkt,6903757,33362.4427348114
dedup,2,ticket-ls,0.0881834215167548,0.000666968398278946
p_raytrace,1,spinlock,0.0133067198935462,0.000116007352894048
ferret,1,malth_stp,0.0268817204301075,0.000169908763837918
vips,1,ttas,0.0859845227858985,0.000565059570289205
dedup,1,pthread,0.105596620908131,0.000777017506725028
histogram,2,clh_spin,0.65359477124183,0.0049051983113796
canneal,3,partitioned,0.0134680134680135,0.000109029741510786
kyotocabinet,2,clh_spin,382866,2321.09064403794
freqmine,3,c-bo-mcs_spin,0.0303122158229767,0.000173302826504042
streamcluster,3,c-bo-mcs_spin,0.0609756097560976,0.000499249556274608
x264,4,spinlock,0.126422250316056,0.000768882773478941
lu_cb,4,c-tkt-tkt,0.0865051903114187,0.000499896917506383
pca,1,spinlock,0.0825082508250825,0.000605146135626824
dedup,1,malth_spin,0.062266500622665,0.000501091304955591
word_count,1,mcs-ls,0.128040973111396,0.000971392192013867
x264,1,hticket-ls,0.0797448165869219,0.000547928804844442
memcached,1,ttas,159249,1054.31080703103
vips,2,c-tkt-tkt,0.165562913907285,0.000887899828462548
lu_cb,4,pthreadadapt,0.087719298245614,0.000501218492730155
water_nsquared,2,pthread,0.0374251497005988,0.000205095047170022
pca_ll,4,c-bo-mcs_spin,842716,2886.96518105524
sqlite,4,mutexee,11318,53.2007104207961
streamcluster,4,c-tkt-tkt,0.212314225053079,0.00106371375303774
linear_regression,2,malth_spin,1.81818181818182,0.0105470170304161
ferret,3,mcs-ls,0.013846579894766,6.19963888379388e-05
lu_cb,4,hmcs,0.0838222967309304,0.000491283628665293
water_nsquared,4,c-ptl-tkt,0.0630517023959647,0.000274999292935568
water_spatial,1,c-bo-mcs_stp,0.0452488687782805,0.00032754131897955
string_match,3,ttas-ls,0.0950570342205323,0.000472808026704897
linear_regression,1,ticket-ls,1.01010101010101,0.00694603132318382
kyotocabinet,4,c-ptl-tkt,345741,1604.68550102384
bodytrack,1,hticket-ls,0.0262191924488726,0.000227617053262923
lu_cb,2,mcs_spin,0.065359477124183,0.000417181268278539
histogram,3,spinlock-ls,0.254452926208651,0.0021600029018343
s_raytrace_ll,4,pthread,404056,1686.87243761129
lu_cb,3,mcs_stp,0.0768049155145929,0.00046578719960201
p_raytrace,3,mcs-ls,0.013457139012246,0.000117571228990959
upscaledb,2,clh-ls,233108,1433.9336396195
volrend,4,clh_spin,0.066006600660066,0.000465720800047847
barnes,4,spinlock,0.137931034482759,0.000674570305174614
p_raytrace,3,hticket-ls,0.0134698275862069,0.000116950956931511
pca_ll,2,spinlock-ls,369615,1926.47081289219
dedup,2,ttas-ls,0.016594756057086,0.000130136573112402
radiosity,2,hticket-ls,0.0639386189258312,0.000522742688848746
linear_regression,4,mcs_spin,2.4390243902439,0.0121007291802598
volrend,1,mcs-ls,0.0954198473282443,0.000689651166253949
string_match,4,mutexee,0.119047619047619,0.000534166037789874
x264,1,backoff,0.0798084596967279,0.000549778197923652
histogram,3,malth_spin,0.261780104712042,0.00226547168774333
lu_ncb,1,malth_stp,0.0343053173241852,0.0002263876218002
s_raytrace_ll,2,ticket-ls,219455,1165.89906708365
radiosity,3,mcs-ls,0.0656598818122127,0.000523296951056993
water_spatial,2,c-ptl-tkt,0.0793650793650794,0.000513408375415244
pca,2,ticket-ls,0.0742942050520059,0.000495467293764955
p_raytrace,2,mcs_spin,0.013607293509321,0.000118401664544402
rocksdb,4,spinlock,8966417,38423.8004481123
word_count,2,backoff,0.0998003992015968,0.000779788959382036
freqmine,1,c-ptl-tkt,0.0164122763827343,0.000111215575579964
lu_cb,4,hmcs,0.0865800865800866,0.000500286800664934
fmm,4,clh_stp,0.0664451827242525,0.000437980161894418
canneal,3,ttas,0.0134462821029985,0.00010945738239765
freqmine,2,clh_stp,0.0251445813427206,0.00015217363278596
blackscholes,4,ttas-ls,0.0351988736360436,0.000265809599409065
canneal,4,mcs-ls,0.0136128505309012,0.000110271425936272
lu_cb,3,clh_spin,0.0773993808049536,0.00046715453667297
bodytrack,3,malth_spin,0.0437062937062937,0.000328417395544165
water_nsquared,3,mcs-ls,0.053276505061268,0.000251910322506765
lu_ncb,1,malth_stp,0.0361271676300578,0.000232605861710794
memcached,2,mcs-ls,68065,403.446811514178
mysqld,2,malth_stp,2828,14.775069035439
ssl_proxy,4,alock-ls,49709,225.44241537704
water_spatial,3,ttas,0.100908173562059,0.000605850883617186
swaptions,1,malth_spin,0.0365096750638919,0.000240424440710715
x264,3,ahmcs,0.124688279301746,0.000766393495617176
ssl_proxy,4,mcs-ls,48996,222.044711935802
dedup,3,mcs_spin,0.0346740638002774,0.000277689347373699
radiosity,1,c-bo-mcs_stp,0.0634517766497462,0.000525206447309978
upscaledb,1,spinlock,160574,1157.11548449082
water_nsquared,3,clh-ls,0.0301568154402895,0.000176756441632793
pca,1,ahmcs,0.0844594594594595,0.000616777670189617
pca,4,ticket-ls,0.0601684717208183,0.000340813698936285
swaptions,1,mcs-ls,0.0365497076023392,0.000241006818923298
water_spatial,4,partitioned,0.108459869848156,0.000645920262883656
bodytrack,3,spinlock,0.0404367165386171,0.000320879931734951
water_nsquared,2,malth_stp,0.0368324125230203,0.000203173131762533
pca,1,clh_spin,0.0861326442721792,0.000628303540693645
water_spatial,3,ahmcs,0.0114836931557189,9.52474764795453e-05
pca_ll,3,mutexee,506339,2006.53248599115
histogram,3,clh_stp,0.198019801980198,0.00179097925300978
fmm,4,malth_stp,0.0672043010752688,0.000443316814927658
bodytrack,4,clh_spin,0.0437254044599913,0.000323675250331685
upscaledb,4,spinlock-ls,91589,440.627050457804
x264,2,c-bo-mcs_spin,0.117924528301887,0.000742420774059362
radiosity_ll,4,backoff,221973,984.398525330005
histogram,2,partitioned,0.602409638554217,0.0046173846888401
matrix_multiply,4,spinlock-ls,0.115207373271889,0.000505076334603239
sqlite,4,malth_stp,12965,96.490506681214
canneal,3,malth_stp,0.0134898151895319,0.000108943376848854
linear_regression,2,clh-ls,1.75438596491228,0.0106320984540823
ferret,2,ttas-ls,0.0526315789473684,0.000261722379922766
linear_regression,4,c-ptl-tkt,2.4390243902439,0.0121714853719255
lu_cb,3,partitioned,0.0775193798449612,0.000467668397283548
s_raytrace_ll,2,spinlock,80162,464.962636201841
bodytrack,4,clh_stp,0.0410677618069815,0.000311420919312972
radiosity,3,mcs_spin,0.0644329896907217,0.000517872184954132
memcached,1,mcs_spin,124757,829.566801582013
water_spatial,2,c-bo-mcs_stp,0.076103500761035,0.000498501362084933
water_nsquared,1,pthread,0.0191497510532363,0.000128288694671368
upscaledb,4,ticket,212255,991.955873682655
ferret,4,clh_stp,0.0754147812971342,0.000308489038820841
kyotocabinet,4,ttas-ls,277843,1304.32393738885
s_raytrace,4,malth_stp,0.0499251123315027,0.00031160673858023
string_match,2,c-tkt-tkt,0.06635700066357,0.000382136517204611
volrend,2,mcs_spin,0.110741971207087,0.000777512353547793
radiosity_ll,2,clh-ls,252763,1422.75821326768
linear_regression,4,mcs-ls,2.5,0.0120099956311239
pca,3,clh_spin,0.0777000777000777,0.000497261495663037
matrix_multiply,3,ttas-ls,0.0903342366757001,0.000450789827368927
lu_cb,1,c-ptl-tkt,0.0458295142071494,0.000313725141776627
dedup,4,c-tkt-tkt,0.00398342893562779,1.91424859596463e-05
linear_regression,3,mcs_spin,2.32558139534884,0.0118132689803143
linear_regression,4,mcs_stp,0.584795321637427,0.00479487174274293
water_spatial,4,clh_spin,0.0166611129623459,0.0001349309962622
ferret,4,c-tkt-tkt,0.0110265740434447,5.0346684429428e-05
streamcluster,2,pthread,0.363636363636364,0.00220359086634415
volrend,4,backoff,0.0544662309368192,0.00043958841380774
matrix_multiply,3,ticket,0.0885739592559787,0.000443538945887426
lu_ncb,1,clh-ls,0.0333444481493831,0.000222902606075225
swaptions,4,alock-ls,0.124378109452736,0.000516118659271953
streamcluster_ll,2,ticket-ls,10010,59.8291427909935
swaptions,3,pthread,0.099601593625498,0.000464149467817777
streamcluster_ll,2,c-ptl-tkt,19611,115.01391101787
p_raytrace,4,clh_stp,0.0132170235263019,0.000115480500060803
ferret,1,mcs_spin,0.0267809319764328,0.000169522129196247
barnes,4,c-bo-mcs_spin,0.139082058414465,0.000675941136942266
fmm,3,ttas,0.0637348629700446,0.000430566907697261
word_count,4,mcs-timepub,0.0458505272810637,0.000403511843631878
pca_ll,1,mcs-timepub,349214,2155.75042818512
