bench,node,strategy,throughput,latency
ssl_proxy,8,malth_spin,26153,19087359
ssl_proxy,4,ticket-ls,27338,4366335
kyotocabinet,6,ahmcs,318090,2091
memcached-new,2,c-bo-mcs_stp,158805,21599
upscaledb,2,malth_spin,192615,330
memcached-old,7,hmcs,46889,28015
memcached-new,2,spinlock,162269,13231
memcached-old,6,pthread,24227,17151
memcached-old,7,c-tkt-tkt,45339,23759
memcached-old,7,c-bo-mcs_stp,60102,17759
memcached-old,6,alock-ls,43371,17247
memcached-new,4,alock-ls,314763,3789
memcached-new,2,hmcs,306347,3265
ssl_proxy,1,ticket,38432,768511
memcached-new,4,alock-ls,326052,3421
memcached-new,6,hmcs,299200,3299
memcached-new,2,spinlock-ls,189448,14711
upscaledb,6,pthreadadapt,93682,4347
kyotocabinet,1,c-ptl-tkt,336040,74
mysqld,1,malth_stp,955,8477
memcached-new,2,ttas,211392,5483
ssl_proxy,6,spinlock-ls,4362,61341695
upscaledb,4,ttas-ls,89888,1537
memcached-new,6,malth_spin,262178,40639
memcached-new,4,malth_stp,253632,30095
ssl_proxy,8,partitioned,23267,24100863
upscaledb,4,c-bo-mcs_spin,191284,40
memcached-old,2,ttas-ls,82345,2917
memcached-old,7,ticket-ls,11496,39583
sqlite,1,c-bo-mcs_stp,9732,137343
upscaledb,8,spinlock,21723,15759
sqlite,1,malth_stp,9597,133631
ssl_proxy,4,mutexee,12054,16629759
memcached-new,6,hmcs,323683,3011
memcached-old,2,ttas,92327,2215
memcached-new,4,c-bo-mcs_spin,226895,21455
upscaledb,8,ahmcs,176353,4175
upscaledb,4,malth_stp,173634,307
ssl_proxy,2,spinlock,14738,6832127
memcached-old,7,ttas,18200,32431
memcached-new,2,ttas-ls,232805,4475
kyotocabinet,8,clh_stp,52958,3183
sqlite,2,mcs-timepub,12471,113407
ssl_proxy,1,spinlock-ls,39451,772095
memcached-old,1,malth_spin,119103,1499
upscaledb,8,alock-ls,162403,476
upscaledb,4,ttas-ls,86743,1637
memcached-new,1,c-bo-mcs_stp,172391,6175
memcached-new,1,c-bo-mcs_stp,170726,6351
mysqld,2,c-bo-mcs_stp,813,56046
upscaledb,8,mutexee,88528,7471
kyotocabinet,6,pthread,85492,3067
upscaledb,8,c-bo-mcs_stp,87816,572
kyotocabinet,4,mutexee,114018,1584
memcached-new,2,ttas-ls,244122,9191
memcached-new,2,alock-ls,313085,3111
memcached-new,2,malth_stp,257463,7935
kyotocabinet,8,backoff,227121,1425
upscaledb,6,hmcs,178318,4083
upscaledb,2,pthreadadapt,111572,2319
ssl_proxy,4,mcs_spin,38058,3301375
kyotocabinet,8,c-bo-mcs_spin,324620,81
upscaledb,6,mcs_spin,161407,374
ssl_proxy,4,ttas-ls,10888,43319295
kyotocabinet,4,mutexee,129887,1445
ssl_proxy,4,c-tkt-tkt,40464,5369855
kyotocabinet,1,ttas,292855,161
upscaledb,1,c-ptl-tkt,169183,73
memcached-new,4,ticket-ls,231529,4927
kyotocabinet,4,malth_spin,250541,172
upscaledb,4,ticket-ls,155897,247
memcached-old,2,mcs-timepub,69839,2891
upscaledb,1,clh_spin,166133,75
upscaledb,4,clh_spin,183509,212
upscaledb,2,c-tkt-tkt,197632,1492
upscaledb,8,c-bo-mcs_spin,173660,78
memcached-old,6,ttas,25736,17807
upscaledb,2,backoff,151080,1195
kyotocabinet,8,backoff,227811,1424
kyotocabinet,4,hmcs,331681,1787
kyotocabinet,8,pthreadadapt,89396,7243
memcached-old,4,backoff,43279,6131
kyotocabinet,8,backoff,224608,1420
memcached-new,4,alock-ls,312935,3817
memcached-old,4,c-tkt-tkt,74090,3391
upscaledb,4,mutexee,88617,3717
upscaledb,8,mutexee,87876,7439
kyotocabinet,2,ttas,167604,1310
kyotocabinet,2,c-tkt-tkt,348446,289
upscaledb,2,c-bo-mcs_spin,192896,27
ssl_proxy,8,mcs-ls,25638,20774911
memcached-new,1,spinlock-ls,256282,7187
kyotocabinet,4,alock-ls,274329,343
upscaledb,4,backoff,154971,2413
ssl_proxy,2,ttas-ls,22903,11689983
memcached-new,4,backoff,250721,16639
memcached-old,2,ahmcs,95540,1749
upscaledb,4,mcs-timepub,166582,240
upscaledb,1,malth_stp,160615,359
ssl_proxy,1,mcs-timepub,35854,825343
kyotocabinet,2,pthreadadapt,240526,723
upscaledb,4,pthread,104589,2727
ssl_proxy,2,backoff,43772,2195455
memcached-old,6,ahmcs,32779,25087
upscaledb,6,clh-ls,159594,364
upscaledb,6,spinlock,33754,7987
upscaledb,4,mcs_spin,180814,217
memcached-old,7,alock-ls,25473,23967
memcached-new,4,hmcs,307912,3251
kyotocabinet,8,c-ptl-tkt,258394,2567
upscaledb,4,pthreadadapt,130415,3625
memcached-old,4,ticket-ls,41068,13247
upscaledb,2,mcs-ls,171864,123
ssl_proxy,1,malth_spin,36060,829951
upscaledb,1,c-ptl-tkt,169007,74
upscaledb,8,spinlock-ls,29003,17775
mysqld,2,c-bo-mcs_stp,843,62228
memcached-old,4,c-bo-mcs_stp,88543,2827
ssl_proxy,1,ttas-ls,38921,790527
memcached-new,1,malth_spin,244867,3533
memcached-old,6,pthread,24202,16783
memcached-old,1,mutexee,122286,1501
sqlite,6,malth_stp,11849,181503
memcached-new,6,mcs-ls,276654,4999
upscaledb,6,clh-ls,160122,363
upscaledb,4,ticket-ls,155668,248
memcached-new,2,c-tkt-tkt,322684,3063
upscaledb,2,c-bo-mcs_stp,183761,36
memcached-new,6,mcs_spin,305085,3115
memcached-old,7,c-bo-mcs_spin,55426,19359
memcached-old,1,ticket,173580,1294
upscaledb,2,c-bo-mcs_stp,179889,33
sqlite,1,c-bo-mcs_stp,9619,140159
memcached-old,4,mutexee,37457,5027
kyotocabinet,4,mutexee,124171,1486
ssl_proxy,6,pthread,9458,43286527
kyotocabinet,2,pthread,185322,455
sqlite,2,c-bo-mcs_stp,10823,145535
mysqld,8,mcs-timepub,678,89727
memcached-new,2,c-tkt-tkt,328325,2987
kyotocabinet,4,mcs_spin,304732,316
memcached-new,2,c-bo-mcs_stp,148961,22591
memcached-new,4,spinlock-ls,80853,27951
memcached-new,4,malth_stp,243976,30335
ssl_proxy,2,partitioned,44016,1497087
memcached-new,4,mcs-ls,298568,3337
sqlite,8,mcs-timepub,493,2680831
memcached-new,6,c-bo-mcs_stp,45446,244607
kyotocabinet,4,mutexee,105169,1677
memcached-old,1,mcs_stp,114182,1579
memcached-old,1,pthreadadapt,118746,1620
kyotocabinet,8,spinlock,16379,25295
memcached-old,6,c-tkt-tkt,53822,14615
memcached-new,1,mcs_stp,248881,3535
kyotocabinet,4,partitioned,280240,335
kyotocabinet,4,c-bo-mcs_spin,353993,36
ssl_proxy,6,spinlock,3591,85131263
memcached-new,6,alock-ls,296330,3257
upscaledb,6,ttas-ls,49215,5463
kyotocabinet,1,ahmcs,356082,97
kyotocabinet,4,mcs-ls,277640,339
mysqld,2,pthread,1042,13582
ssl_proxy,8,clh-ls,25579,17252351
ssl_proxy,2,ttas,24281,7118847
memcached-old,4,ahmcs,37639,25839
kyotocabinet,1,clh_stp,83493,274
kyotocabinet,1,ticket-ls,336644,73
sqlite,8,pthreadadapt,4134,472831
upscaledb,2,ticket,151261,136
upscaledb,8,ttas,48140,24063
memcached-new,2,pthread,158546,6359
memcached-old,6,mcs_spin,23923,17279
ssl_proxy,1,pthread,31201,1016319
memcached-old,2,ticket-ls,96396,5459
kyotocabinet,6,pthread,83911,3199
kyotocabinet,6,ttas-ls,88990,2603
upscaledb,1,hmcs,147333,586
mysqld,4,c-bo-mcs_stp,812,10276
ssl_proxy,4,partitioned,39602,8044543
memcached-old,4,hmcs,77038,3189
ssl_proxy,4,ticket-ls,25576,5103615
kyotocabinet,4,ttas-ls,122552,1246
memcached-new,4,ahmcs,315987,3187
memcached-old,7,pthreadadapt,16564,30159
mysqld,2,malth_stp,1024,64356
ssl_proxy,8,mcs-ls,26161,21479423
memcached-new,2,ttas,215094,5187
memcached-old,1,mcs_spin,125549,1635
memcached-new,2,c-bo-mcs_spin,196196,12335
memcached-new,2,mcs_spin,330060,3007
kyotocabinet,6,mcs_spin,278687,523
memcached-new,4,c-tkt-tkt,294698,3373
upscaledb,4,ticket,103330,345
memcached-new,4,alock-ls,311523,3717
upscaledb,4,c-tkt-tkt,188741,3831
kyotocabinet,4,c-ptl-tkt,305418,2008
kyotocabinet,8,clh_spin,247378,783
kyotocabinet,4,pthreadadapt,147385,2127
memcached-old,2,ticket,89121,2569
memcached-new,6,ahmcs,337878,2919
kyotocabinet,2,ttas-ls,212601,378
kyotocabinet,4,clh_stp,73581,1161
memcached-new,2,ahmcs,341115,2883
memcached-new,4,ticket,137870,7899
mysqld,8,mutexee,1040,12209
sqlite,1,mcs-timepub,11570,107839
sqlite,4,malth_stp,11293,158719
memcached-new,2,c-bo-mcs_stp,150435,21679
mysqld,6,malth_stp,1044,8448
upscaledb,6,backoff,145391,5071
upscaledb,6,clh-ls,160384,362
ssl_proxy,2,hticket-ls,45475,2121727
upscaledb,6,mcs-ls,157882,370
upscaledb,1,partitioned,167332,74
upscaledb,6,ahmcs,178006,4085
upscaledb,6,malth_spin,192333,325
upscaledb,6,mcs-timepub,140527,439
memcached-old,6,mcs_stp,24463,12583
ssl_proxy,1,ttas-ls,38153,836607
memcached-new,2,malth_spin,296558,5223
upscaledb,8,malth_spin,191767,308
kyotocabinet,2,clh_stp,78715,550
ssl_proxy,4,malth_spin,32606,6238207
kyotocabinet,4,ticket,133866,653
memcached-old,2,mcs_stp,80153,2643
upscaledb,8,backoff,146246,5923
mysqld,2,mcs_stp,991,16719
ssl_proxy,6,malth_spin,29455,14385151
memcached-new,6,mcs-ls,280593,5191
upscaledb,1,malth_stp,159203,360
ssl_proxy,2,clh-ls,42021,1438719
memcached-old,4,c-bo-mcs_spin,84441,3383
memcached-old,1,pthread,113656,1612
kyotocabinet,2,mcs-timepub,307527,156
kyotocabinet,8,spinlock-ls,19779,21231
kyotocabinet,8,hmcs,287974,2321
ssl_proxy,4,clh-ls,38316,3540991
upscaledb,2,clh_spin,181192,118
kyotocabinet,2,ttas-ls,200804,435
memcached-old,4,mutexee,35376,8159
memcached-new,6,malth_spin,272011,40511
memcached-new,6,ticket,118575,9591
upscaledb,4,partitioned,174184,223
ssl_proxy,6,c-tkt-tkt,33823,8912895
kyotocabinet,6,c-tkt-tkt,282567,2333
upscaledb,8,pthread,55377,4983
kyotocabinet,6,mutexee,84798,3209
memcached-old,1,ticket,182504,3089
ssl_proxy,1,clh_spin,36791,798719
memcached-old,4,hmcs,85299,3333
ssl_proxy,8,malth_stp,23278,13393919
memcached-new,1,c-bo-mcs_spin,173944,5867
mysqld,4,mutexee,1006,12107
ssl_proxy,1,ticket-ls,39223,763391
ssl_proxy,6,malth_spin,29194,11059199
upscaledb,1,ttas,141370,192
ssl_proxy,4,mcs-timepub,35519,3792895
ssl_proxy,6,ticket-ls,20340,10280959
kyotocabinet,4,mutexee,121552,1497
memcached-old,6,pthreadadapt,22199,17311
ssl_proxy,1,ticket,38041,791039
kyotocabinet,6,c-bo-mcs_stp,200393,277
kyotocabinet,6,c-bo-mcs_stp,188251,288
kyotocabinet,6,ttas,63800,7627
ssl_proxy,8,c-bo-mcs_spin,27238,21200895
kyotocabinet,6,c-ptl-tkt,285267,2317
memcached-new,2,mcs_stp,91765,10919
memcached-old,4,mutexee,38342,12191
kyotocabinet,4,c-bo-mcs_spin,356366,36
kyotocabinet,2,spinlock-ls,128872,674
ssl_proxy,4,hticket-ls,40223,8519679
upscaledb,6,spinlock,34490,7835
mysqld,2,pthread,953,17547
kyotocabinet,8,clh_stp,57483,2939
kyotocabinet,4,mcs_stp,75910,1131
memcached-old,4,mcs_stp,41186,9791
memcached-old,1,pthread,114079,1511
kyotocabinet,8,alock-ls,231069,818
memcached-old,7,mcs_spin,17945,31039
mysqld,4,mutexee,897,16489
upscaledb,4,malth_stp,172355,307
ssl_proxy,2,mcs-timepub,39805,1495039
sqlite,2,mcs-timepub,12797,111359
kyotocabinet,2,c-tkt-tkt,345322,297
ssl_proxy,8,hticket-ls,28622,18628607
ssl_proxy,4,pthreadadapt,18289,7725055
memcached-old,6,malth_spin,34330,17087
memcached-old,4,spinlock-ls,52738,6683
kyotocabinet,6,ttas,57204,10071
ssl_proxy,8,backoff,30518,14811135
memcached-old,7,spinlock-ls,23702,30031
memcached-new,2,mcs_spin,328733,3029
memcached-new,2,alock-ls,330728,2883
ssl_proxy,8,mutexee,7244,85196799
memcached-new,6,ticket-ls,186832,7235
ssl_proxy,8,pthreadadapt,12081,53608447
kyotocabinet,2,mcs-ls,301451,159
memcached-old,1,backoff,174563,2127
memcached-new,2,ttas-ls,244545,8927
sqlite,4,mcs_stp,2000,689151
ssl_proxy,1,spinlock-ls,38581,773631
kyotocabinet,6,mcs_stp,63338,2017
memcached-new,6,ticket-ls,198117,7023
kyotocabinet,6,ttas-ls,92588,2593
ssl_proxy,1,pthreadadapt,35526,860159
mysqld,6,pthreadadapt,1023,27401
ssl_proxy,4,clh_spin,37983,3252223
memcached-old,7,ticket-ls,11829,34271
memcached-old,4,c-bo-mcs_stp,96887,2359
upscaledb,8,malth_spin,191084,307
memcached-old,6,ttas-ls,27911,16151
upscaledb,2,alock-ls,179709,119
upscaledb,1,c-bo-mcs_stp,143048,33
memcached-new,1,hmcs,250508,3211
upscaledb,1,ttas,140267,121
upscaledb,6,mcs_stp,51046,1014
ssl_proxy,1,ticket-ls,40440,739839
memcached-old,6,ahmcs,33203,15471
memcached-new,6,mcs-ls,298551,4031
sqlite,6,mcs-timepub,1335,1788927
ssl_proxy,4,pthreadadapt,18207,10772479
ssl_proxy,2,mcs_spin,39890,1503231
upscaledb,6,mutexee,87688,5539
memcached-old,4,mutexee,39560,9031
ssl_proxy,6,pthread,9637,47382527
memcached-new,2,mcs-ls,299913,3317
memcached-new,1,mcs-timepub,235394,3623
ssl_proxy,8,backoff,30756,17416191
ssl_proxy,2,pthreadadapt,22144,3311615
upscaledb,8,c-tkt-tkt,169157,4387
memcached-old,2,pthread,74001,4839
ssl_proxy,2,mcs_spin,40843,1478655
ssl_proxy,2,ticket-ls,41304,1424383
upscaledb,1,malth_spin,172135,217
kyotocabinet,8,ticket-ls,172773,1115
memcached-old,1,c-tkt-tkt,133549,1815
memcached-old,4,spinlock-ls,51513,7919
kyotocabinet,6,mcs-ls,257910,550
ssl_proxy,2,partitioned,44143,1371135
memcached-old,7,pthreadadapt,15480,33279
upscaledb,8,c-bo-mcs_stp,97617,635
kyotocabinet,8,mcs-timepub,217789,874
sqlite,8,mcs-timepub,473,2697215
memcached-new,4,malth_stp,249671,31007
mysqld,1,mcs_stp,996,16758
kyotocabinet,6,c-ptl-tkt,284919,2317
memcached-old,7,c-bo-mcs_spin,49358,24575
memcached-new,4,malth_spin,297462,25295
ssl_proxy,8,alock-ls,26457,21872639
ssl_proxy,8,mcs-timepub,24259,14991359
ssl_proxy,4,backoff,40520,7364607
upscaledb,2,c-bo-mcs_stp,175451,36
kyotocabinet,2,mcs-timepub,309340,155
ssl_proxy,8,c-bo-mcs_spin,25369,21561343
upscaledb,8,malth_spin,192175,306
memcached-old,4,mcs_spin,40253,5115
memcached-old,1,ttas-ls,174392,1302
kyotocabinet,4,ttas,81978,4799
kyotocabinet,6,ttas,58115,10687
memcached-new,2,mcs_stp,93192,10599
mysqld,2,c-bo-mcs_stp,828,11516
memcached-old,6,ttas-ls,26118,16687
kyotocabinet,6,partitioned,248624,564
kyotocabinet,1,c-tkt-tkt,348162,92
memcached-old,6,ticket,20197,18623
kyotocabinet,6,ttas-ls,90237,2605
memcached-old,4,ttas,43817,4567
kyotocabinet,1,pthread,233920,168
upscaledb,4,alock-ls,184071,211
upscaledb,1,alock-ls,165746,75
kyotocabinet,1,mcs_stp,82073,267
ssl_proxy,1,malth_spin,35928,826367
upscaledb,6,hticket-ls,172240,5427
ssl_proxy,6,alock-ls,34631,5263359
ssl_proxy,2,c-bo-mcs_stp,31206,5980159
kyotocabinet,1,c-ptl-tkt,343865,101
ssl_proxy,6,clh-ls,34293,8470527
mysqld,6,pthread,977,15376
ssl_proxy,6,mcs-timepub,29163,7167999
upscaledb,8,ttas-ls,45047,12607
memcached-old,4,hmcs,80812,3977
memcached-old,2,ahmcs,94010,4179
memcached-new,2,ticket,213112,4751
memcached-old,2,c-bo-mcs_spin,122053,1719
sqlite,4,pthreadadapt,5995,253183
ssl_proxy,1,mcs_stp,37440,829439
ssl_proxy,2,mutexee,26499,2322431
kyotocabinet,2,c-tkt-tkt,342128,308
memcached-old,6,malth_stp,36946,15639
ssl_proxy,8,hmcs,30958,14999551
memcached-new,4,ttas,99668,26095
memcached-old,6,mcs-timepub,25486,17455
sqlite,4,mcs-timepub,11241,177791
upscaledb,8,pthread,55509,4955
memcached-old,2,spinlock,67977,2585
kyotocabinet,2,pthreadadapt,247379,693
upscaledb,6,ahmcs,179165,4069
kyotocabinet,1,clh-ls,303580,80
sqlite,6,c-bo-mcs_stp,10077,374783
memcached-new,6,malth_spin,251839,41663
kyotocabinet,1,ttas,302831,149
memcached-new,2,alock-ls,328360,2955
memcached-old,6,alock-ls,39103,14599
memcached-new,6,malth_spin,254320,41503
sqlite,1,mutexee,7295,174335
ssl_proxy,8,mcs_stp,4148,90111999
ssl_proxy,4,mcs_spin,38490,5279743
kyotocabinet,6,ticket,118123,1101
kyotocabinet,6,mcs_stp,67515,1896
memcached-old,7,ttas,18787,31775
upscaledb,2,ahmcs,195423,2191
memcached-old,2,ttas-ls,94636,4403
kyotocabinet,1,backoff,379286,36
sqlite,2,pthreadadapt,6388,209535
ssl_proxy,4,hmcs,45023,3084287
memcached-new,6,c-tkt-tkt,275760,3549
kyotocabinet,8,c-bo-mcs_stp,124936,396
mysqld,4,mcs-timepub,713,57779
memcached-old,7,c-tkt-tkt,43972,24239
memcached-old,4,mcs-timepub,42303,8759
sqlite,4,pthreadadapt,6429,234879
kyotocabinet,8,mutexee,64721,5667
memcached-new,6,c-bo-mcs_spin,227852,31423
memcached-new,1,ticket,259057,3463
memcached-new,6,ahmcs,312235,3183
upscaledb,8,c-bo-mcs_spin,174604,77
memcached-new,6,c-bo-mcs_stp,40684,338431
kyotocabinet,8,clh_stp,57613,2933
mysqld,4,mcs_stp,944,98505
upscaledb,2,hticket-ls,192285,2363
memcached-old,2,mutexee,82276,2337
kyotocabinet,8,mcs_spin,258427,766
memcached-old,4,backoff,41815,7715
ssl_proxy,8,spinlock-ls,3167,88408063
upscaledb,1,c-bo-mcs_stp,138709,33
ssl_proxy,2,c-ptl-tkt,48650,1687551
memcached-old,6,malth_spin,36643,15919
ssl_proxy,6,backoff,35311,12615679
upscaledb,1,clh_stp,68548,141
memcached-old,2,mutexee,83882,6215
memcached-old,4,alock-ls,54835,9199
ssl_proxy,8,ahmcs,31883,22167551
ssl_proxy,8,c-tkt-tkt,26525,9617407
sqlite,6,mcs-timepub,1406,1488895
ssl_proxy,1,ttas-ls,38873,763391
ssl_proxy,6,pthreadadapt,14645,19415039
ssl_proxy,2,mcs_stp,5152,12263423
kyotocabinet,6,c-bo-mcs_stp,170696,289
memcached-old,4,alock-ls,55506,10615
upscaledb,8,ahmcs,177744,4147
ssl_proxy,6,ttas,4850,87162879
memcached-old,2,c-bo-mcs_stp,90779,2483
ssl_proxy,6,ttas-ls,7921,69402623
mysqld,8,c-bo-mcs_stp,801,18780
memcached-new,1,c-tkt-tkt,267380,3411
memcached-new,1,spinlock-ls,266912,3459
kyotocabinet,2,spinlock-ls,132063,669
upscaledb,8,mcs_stp,51576,1332
memcached-new,2,spinlock-ls,183387,12023
memcached-new,1,ttas,258293,3449
sqlite,8,mutexee,2746,690175
upscaledb,6,spinlock-ls,37248,8967
upscaledb,4,c-tkt-tkt,189002,3829
mysqld,6,mcs-timepub,714,71005
memcached-old,6,spinlock-ls,33785,16399
upscaledb,1,c-tkt-tkt,156743,525
upscaledb,4,c-bo-mcs_stp,128849,214
memcached-old,6,pthreadadapt,20305,16071
memcached-old,2,mutexee,87091,2447
kyotocabinet,8,pthread,64747,5415
kyotocabinet,6,ahmcs,318744,2079
upscaledb,6,ticket-ls,130736,440
ssl_proxy,6,c-bo-mcs_stp,10063,85721087
memcached-new,4,ttas-ls,116757,11063
ssl_proxy,6,clh_stp,4514,88539135
kyotocabinet,6,malth_stp,283595,142
kyotocabinet,2,clh_spin,316933,152
kyotocabinet,4,mcs-timepub,276044,341
memcached-old,1,ticket,175966,1848
ssl_proxy,6,backoff,34733,12689407
upscaledb,8,ttas-ls,44772,12751
memcached-old,2,c-bo-mcs_stp,104495,2785
kyotocabinet,1,pthreadadapt,274337,277
memcached-old,2,hmcs,98309,2535
mysqld,8,c-bo-mcs_stp,686,137620
memcached-new,4,ticket,137878,7803
memcached-old,7,ttas,16894,32863
ssl_proxy,4,backoff,40343,7458815
upscaledb,6,pthread,66784,3035
memcached-old,2,ttas,90848,2387
ssl_proxy,4,ticket,12144,11272191
kyotocabinet,8,spinlock-ls,20177,23951
mysqld,6,c-bo-mcs_stp,769,135444
upscaledb,6,mcs-timepub,142496,433
upscaledb,2,mcs_spin,177350,121
upscaledb,8,partitioned,154385,511
memcached-old,7,ttas-ls,13437,41503
kyotocabinet,4,mcs_stp,76801,1116
ssl_proxy,4,ttas-ls,10862,64192511
kyotocabinet,6,c-bo-mcs_spin,347727,53
kyotocabinet,8,ahmcs,299174,2253
memcached-new,6,c-bo-mcs_stp,44180,287999
mysqld,4,mcs_stp,1000,19451
memcached-old,4,backoff,44493,7291
memcached-new,6,pthread,56766,20255
memcached-old,1,mcs_spin,121725,1614
upscaledb,1,mcs_spin,164916,76
mysqld,4,mcs-timepub,702,74604
memcached-new,4,mutexee,100207,11327
memcached-old,4,ttas,44018,6215
memcached-old,1,c-tkt-tkt,134211,1471
ssl_proxy,2,c-bo-mcs_stp,30061,2621439
ssl_proxy,1,pthread,31599,897023
upscaledb,6,ttas-ls,49048,5539
upscaledb,4,malth_stp,172169,320
upscaledb,4,spinlock-ls,80471,2151
memcached-new,2,spinlock-ls,199153,10887
memcached-new,6,ttas,97217,50239
ssl_proxy,2,spinlock-ls,19168,6037503
sqlite,8,c-bo-mcs_stp,2299,1176575
memcached-new,1,ticket-ls,262283,3403
kyotocabinet,4,mcs-ls,279658,337
upscaledb,6,hticket-ls,172798,5395
memcached-new,1,mcs-ls,243838,3611
ssl_proxy,2,partitioned,42626,1446911
ssl_proxy,6,hticket-ls,34868,11124735
kyotocabinet,8,hticket-ls,276457,3021
kyotocabinet,1,pthread,243995,165
kyotocabinet,4,alock-ls,274559,340
upscaledb,4,clh_stp,51746,665
memcached-new,1,ttas-ls,263038,3433
mysqld,1,pthread,1040,10405
memcached-new,2,mcs_spin,345310,2833
sqlite,6,malth_stp,11826,180991
kyotocabinet,2,pthread,187549,446
memcached-new,6,malth_stp,235619,38111
upscaledb,8,partitioned,151780,512
memcached-new,2,hmcs,340994,2871
kyotocabinet,6,hmcs,308455,2143
memcached-new,6,hmcs,312718,3291
kyotocabinet,8,ttas,46891,21807
mysqld,8,mcs-timepub,683,123812
ssl_proxy,4,hmcs,43698,3170303
memcached-old,7,alock-ls,26036,31055
memcached-old,6,alock-ls,39913,17983
upscaledb,8,mutexee,85548,7951
upscaledb,8,clh_spin,164259,468
upscaledb,6,c-bo-mcs_stp,97665,341
ssl_proxy,4,c-tkt-tkt,39800,3270655
memcached-new,2,mutexee,201087,5155
kyotocabinet,4,mutexee,124210,1493
upscaledb,4,c-bo-mcs_spin,190162,40
mysqld,6,mcs-timepub,670,74212
kyotocabinet,6,hmcs,309997,2135
ssl_proxy,4,spinlock,6122,64323583
ssl_proxy,2,hticket-ls,48503,1332223
memcached-new,6,ticket,112046,9855
memcached-new,4,ticket-ls,246594,4747
memcached-old,7,pthread,16372,32895
sqlite,1,pthreadadapt,7656,168063
sqlite,8,pthreadadapt,4238,466431
memcached-new,6,ticket-ls,199344,7919
kyotocabinet,8,clh_spin,248281,787
memcached-new,6,ahmcs,310067,3079
kyotocabinet,8,pthreadadapt,80707,7835
kyotocabinet,8,malth_stp,260403,143
kyotocabinet,8,c-bo-mcs_spin,324504,80
memcached-old,7,ticket-ls,13486,35551
ssl_proxy,4,spinlock,6774,53051391
mysqld,6,mcs-timepub,655,64006
memcached-new,1,malth_stp,228566,3757
kyotocabinet,6,clh-ls,249140,561
memcached-old,2,spinlock,75814,2517
upscaledb,8,c-bo-mcs_stp,83111,482
upscaledb,2,spinlock,126309,626
ssl_proxy,6,mcs-timepub,29372,6680575
kyotocabinet,2,mcs-timepub,310410,154
sqlite,1,mcs-timepub,11554,110399
memcached-old,4,mcs_spin,35343,12775
kyotocabinet,8,hmcs,291453,2297
upscaledb,8,c-tkt-tkt,169662,4379
sqlite,4,pthread,4485,327935
memcached-new,6,ahmcs,289532,3127
memcached-new,2,spinlock-ls,175308,17279
memcached-new,4,ahmcs,321068,3137
kyotocabinet,4,c-ptl-tkt,305474,2017
ssl_proxy,1,clh-ls,37277,793087
ssl_proxy,1,malth_stp,34488,877567
kyotocabinet,2,backoff,352676,144
kyotocabinet,1,ttas,322683,111
upscaledb,4,clh_stp,54818,645
kyotocabinet,2,clh_spin,315766,152
kyotocabinet,8,ahmcs,299296,2249
memcached-new,2,hmcs,302361,3291
memcached-new,2,mcs_spin,323552,3051
ssl_proxy,2,mutexee,26457,2840575
kyotocabinet,1,ahmcs,367965,92
memcached-new,4,ttas-ls,127617,10143
ssl_proxy,8,backoff,30194,17416191
kyotocabinet,2,pthreadadapt,214644,763
kyotocabinet,1,hticket-ls,358746,97
memcached-new,1,spinlock,250144,6599
mysqld,8,mcs-timepub,691,66945
kyotocabinet,8,c-bo-mcs_stp,133174,455
upscaledb,2,ttas-ls,138424,662
ssl_proxy,1,hticket-ls,37575,796159
upscaledb,1,spinlock,149967,243
memcached-old,4,hmcs,70472,3427
upscaledb,8,mcs-timepub,140244,554
memcached-old,2,c-bo-mcs_stp,103221,1869
kyotocabinet,6,c-tkt-tkt,286573,2303
upscaledb,8,clh_spin,166162,463
ssl_proxy,6,c-bo-mcs_spin,31145,9207807
sqlite,6,pthreadadapt,5085,348159
sqlite,8,pthreadadapt,4512,427519
upscaledb,1,mcs_spin,166319,76
memcached-new,4,ttas-ls,117711,10551
kyotocabinet,8,pthread,64783,5387
memcached-new,2,ttas-ls,257705,8135
ssl_proxy,6,malth_stp,24378,14557183
memcached-old,6,c-bo-mcs_spin,74103,6963
memcached-old,7,pthread,15601,31873
kyotocabinet,1,mcs_spin,344551,72
memcached-old,2,malth_stp,98979,2897
upscaledb,2,mcs_stp,66387,273
memcached-new,2,spinlock,167950,17231
memcached-old,4,mutexee,35525,9879
memcached-old,4,ticket-ls,43181,4823
sqlite,1,mcs_stp,10794,119103
sqlite,2,c-bo-mcs_stp,11562,139391
kyotocabinet,6,spinlock,26819,11583
memcached-new,6,ticket-ls,202650,7675
upscaledb,6,c-bo-mcs_stp,98406,354
memcached-old,2,mcs_stp,75055,4215
memcached-old,6,mcs_stp,24270,11943
upscaledb,6,pthreadadapt,93616,4291
ssl_proxy,1,hticket-ls,37189,807935
upscaledb,2,spinlock,112198,727
ssl_proxy,6,hticket-ls,35690,14090239
ssl_proxy,4,c-bo-mcs_stp,25019,10584063
ssl_proxy,8,ttas,3917,88801279
ssl_proxy,1,mcs_spin,37635,807423
upscaledb,8,mutexee,87303,7271
kyotocabinet,6,c-tkt-tkt,287291,2291
memcached-new,6,mcs-ls,294610,4061
upscaledb,6,backoff,142622,5415
memcached-new,2,spinlock-ls,189705,12111
kyotocabinet,4,clh_stp,74133,1155
memcached-old,7,spinlock-ls,22810,30255
memcached-new,2,c-tkt-tkt,324513,3105
